POPS_Number,Name,Street,Zipcode,Latitude,Longitude,Borough,Borocode,Type,Location,Open_Hours,Seating,Seating_and_Tables,Food_Service,Art,Restrooms,Special_Amenities,Special_Amenities_Description,Signage,Landscaping_Description,Landscaping,Physically_Disabled,Year_Completed,Construction_Status,Size_Required,Community Board,Developer,Building_Architect,Principal_Public_Space_Designer,XCoordinate,YCoordinate,Council District,Census Tract,BIN,BBL,NTA,Tax_Block_Number,Tax_Lot_Number
M060031,NULL,LEXINGTON AVENUE,10022,-73.970752,40.757866,Manhattan,1,Open Space and Sidewalk Widenings,East side of Lexington Avenue between East 52nd and 53rd Streets,24 Hours,No,No,NULL,No,NULL,NULL,Subway,Yes,Trees on Street,Yes,Full/Partial,1985,Completed,Open Space and Sidewalk Widenings 0.00 sf,6,Boston Properties,Edward Larrabee Barnes Associates,Edward Larrabee Barnes Associates,992353,215389,4,100,1036467,1013070023,Turtle Bay-East Midtown,1307,23
K020001,Livingston Plaza,LIVINGSTON STREET,11201,-73.988771,40.690409,Brooklyn,3,Plaza,"Full block bounded by Livingston Street, Schermerhorn Street, Smith Street, and Boerem Place",24 Hours,No,No,NULL,No,NULL,NULL,Lighting; Litter Receptacles,No,Planting; Trees on Street,Yes,Full/Partial,1991,Completed,Plaza 19201.00 sf,2,Cohen Brothers,Murphy/Jahn Architects,Murphy/Jahn Architects,987364,190811,33,37,3319419,3001630001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,163,1
M060079,NULL,LEXINGTON AVENUE,10016,-73.97923,40.746466,Manhattan,1,Residential Plaza,Northeast corner of Lexington Avenue and East 34th Street,24 Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1998,Completed,Residential Plaza 1080.00 sf,6,NULL,May & Pinska,May & Pinska,990005,211235,2,72,1087628,1008900025,Murray Hill-Kips Bay,890,25
M060049,NULL,THIRD AVENUE,10017,-73.971092,40.754712,Manhattan,1,Arcade; Plaza,East side of Third Avenue between East 48th and 49th Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1963,Completed,Arcade 5529.00 sf; Plaza 6393.00 sf,6,"William Kaufman, Jack Weiner, Benjamin Swig",William Lescaze,William Lescaze,992259,214240,4,90,1038000,1013220001,Turtle Bay-East Midtown,1322,1
M030001,NULL,ASTOR PLACE,10003,-73.990168,40.730068,Manhattan,1,Open Space,"Full block bounded by Third Avenue, Astor Place, Fourth Avenue and East 9th Street",24 Hours,Yes,No,NULL,Yes,NULL,NULL,Bicycle Parking; Lighting; Litter Receptacles,Yes,Planting; Trees within Space,Yes,Full/Partial,2012,Completed,Open Space 0.00 sf,3,"Edward J. Minskoff Equities, Inc",Maki and Associates,Thomas Balsley Associates,986975,205260,2,42,1089443,1005540035,East Village,554,35
M050077,Carnegie Hall Tower,SEVENTH AVENUE,10019,-73.979954,40.765619,Manhattan,1,Through Block Connection,North side of West 56th Street and south side of West 57th Street between Sixth and Seventh Avenues,Restricted Hours,No,No,NULL,No,NULL,NULL,Climate Control; Lighting,Yes,NULL,No,Full/Partial,1988,Completed,Through Block Connection 3563.00 sf,5,Rockrose Development Corp.,Cesar Pelli Associates,Cesar Pelli Associates,989803,218213,4,137,,,Midtown-Midtown South,,
M010021,NULL,BROADWAY,10004,-74.012274,40.706485,Manhattan,1,Through Block Arcade Equivalent,Southeast corner of Exchange Alley and Broadway,Restricted Hours,No,No,NULL,Yes,NULL,NULL,Escalator; Lighting; Retail Frontage,No,Planting,Yes,Full/Partial,1983,Completed,Through Block Arcade Equivalent 4841.00 sf,1,Jack Resnick,Emery Roth & Sons,Emery Roth & Sons,980847,196668,1,9,1000814,1000220028,Battery Park City-Lower Manhattan,22,28
M050071,NULL,FIFTH AVENUE,10011,-73.993043,40.737289,Manhattan,1,Residential Plaza,Southwest corner of West 16th Street Fifth Avenue,24 Hours,Yes,No,NULL,Yes,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees on Street; Trees within Space; Water Feature,Yes,Full/Partial,1986,Completed,Residential Plaza 1979.00 sf,5,NULL,Rothzeid Kaiserman Thomason & Bee,Stamatios P. Lykos & Associates,986178,207891,3,54,1015318,1008177501,Hudson Yards-Chelsea-Flatiron-Union Square,817,7501
M090001,Manhattanville,WEST 131 STREET,10027,-73.958615,40.817859,Manhattan,1,Grove; Large Square; Midblock Open Area; Small Square,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,9,NULL,NULL,NULL,995705,237248,7,219,1000000,1019970001,Manhattanville,1997,1
M060064,Delegate,EAST 45 STREET,10017,-73.970372,40.751775,Manhattan,1,Plaza,Northeast corner of East 45th Street and Second Avenue,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1979,Completed,Plaza 1460.00 sf,6,NULL,Philip Birnbaum,Philip Birnbaum,992459,213170,4,90,1038781,1013387501,Turtle Bay-East Midtown,1338,7501
M060014,Parc East Tower Apartments,EAST 27 STREET,10016,-73.97964,40.740247,Manhattan,1,Mini-Park; Public Open Area,Southwest corner of East 27th Street and Second Avenue,24 Hours; Restricted Hours,Yes,Yes,NULL,No,NULL,NULL,Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space; Water Feature,Yes,Full/Partial,1977,Completed,Mini-Park 7486.00 sf; Public Open Area 5532.77 sf,6,NULL,Philip Birnbaum,Lawrence Halprin Associates; Barteluce Architect and Associates (for alteration in 2006),989892,208969,2,66,1019855,1009070025,Murray Hill-Kips Bay,907,25
M050018,Sony,MADISON AVENUE,10022,-73.973504,40.761462,Manhattan,1,Arcade; Covered Pedestrian Space,West side of Madison Avenue between East 55th and 56th Streets,24 Hours; Closing for Events; Restricted Hours,Yes,Yes,Yes,No,Yes,NULL,Climate Control; Food Service; Lighting; Litter Receptacles; Restrooms; Retail Frontage,Yes,Trees on Street; Trees within Space,Yes,Full/Partial,1983,Completed,Arcade 3542.00 sf; Covered Pedestrian Space 10164.00 sf,5,AT&T,Johnson/Burgee,Johnson/Burgee; Gwathmey Siegel & Associates (for alteration in 1992 and 1998),991590,216699,4,102,1035769,1012910010,Midtown-Midtown South,1291,10
M080055,Camargue,EAST 83 STREET,10028,-73.952651,40.776028,Manhattan,1,Plaza,"Northeast corner of Second Avenue and East 83rd Street. Additional lot: 1546/1, 50",24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1977,Completed,Plaza 6518.10 sf,8,Romford Realty Corporation,Philip Birnbaum,Philip Birnbaum,997364,222008,5,138,1049916,1015460001,Yorkville,1546,1
M050030,NULL,SIXTH AVENUE,10019,-73.980027,40.761768,Manhattan,1,Arcade; Plaza,West side of Sixth Avenue between West 52nd and 53rd Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1964,Completed,Arcade 6274.00 sf; Plaza 18376.07 sf,5,Percy and Harold D. Uris,Shreve Lamb Harmon Associates,Shreve Lamb Harmon Associates,989783,216810,4,131,1023161,1010050029,Midtown-Midtown South,1005,29
M080071,Austen House,EAST 79 STREET,10075,-73.948828,40.771028,Manhattan,1,Residential Plaza,North side of East 79th Street between East End and York Avenues,24 Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1982,Completed,Residential Plaza 5965.62 sf,8,NULL,Philip Birnbaum,Philip Birnbaum,998424,220187,5,136,1050766,1015760014,Yorkville,1576,14
M050109,NULL,FIFTH AVENUE,10016,-73.98486,40.747329,Manhattan,1,Residential Plaza,"East side of Fifth Avenue between 32nd Street and 33rd Street. Original BBL: 862/1,3,4,9,11,73.",Restricted Hours,Yes,Yes,NULL,Yes,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,2005,Completed,Residential Plaza 8270.00 sf,5,Douglaston Development,Stephen B. Jacobs,Thomas Balsley Associates,988445,211549,4,74,1087309,1008627503,Midtown-Midtown South,862,7503
M050053,One Astor Place,BROADWAY,10036,-73.986439,40.757929,Manhattan,1,Pedestrian Thoroughfare; Shubert Alley,Full blockfront on west side of Broadway between West 44th and 45th Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1971,Completed,Pedestrian Thoroughfare 0.00 sf; Shubert Alley 0.00 sf,5,Samuel Minskoff & Sons,Kahn and Jacobs,Kahn and Jacobs,988007,215411,3,119,1024714,1010160036,Midtown-Midtown South,1016,36
M010034,Financial Square,OLD SLIP,10005,-74.007693,40.703809,Manhattan,1,Arcade; Sidewalk Widening; Urban Plaza,"Full block bounded by Old Slip, Front Street, Gouverneur Lane, and South Street",24 Hours,Yes,No,NULL,No,NULL,NULL,Lighting; Litter Receptacles; Subway,Yes,Trees on Street; Trees within Space,Yes,Full/Partial,1987,Completed,Arcade 12004.25 sf; Sidewalk Widening 1406.00 sf; Urban Plaza 5887.00 sf,1,Howard Ronson,Edward Durell Stone Associates,Edward Durell Stone Associates; Deaprtment of Parks and Recreation (for alteration of Piazza in 2004),982117,195693,1,7,1000867,1000350001,Battery Park City-Lower Manhattan,35,1
M010052,NULL,WEST STREET,10006,-74.014994,40.707761,Manhattan,1,Public Open Space,East side of West Street between Joseph P. Ward Street and Rector Street,24 Hours,Yes,No,NULL,No,NULL,NULL,Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees within Space,Yes,Full/Partial,2014,Completed,Public Open Space 0.00 sf,1,"Time Equities, Inc., 50 West Street Development, LLC","SLCE Architects, LLP","SLCE Architects, LLP; W Architecture and Landscape",980093,197133,1,13,1090192,1000177501,Battery Park City-Lower Manhattan,17,7501
M070026,Concerto,WEST 60 STREET,10023,-73.987797,40.770898,Manhattan,1,Public Open Space,Full blockfront on west side of Amsterdam Avenue between West 59th and 60th Streets,Restricted Hours,Yes,No,NULL,No,NULL,NULL,Lighting; Retail Frontage,Yes,Planting; Trees on Street; Trees within Space; Water Feature,Yes,Full/Partial,1991,Completed,Public Open Space 7320.00 sf,7,NULL,Buck/Cane,Buck/Cane,987630,220136,6,147,1077845,1011517501,Lincoln Square,1151,7501
M010004,One Liberty Plaza,LIBERTY PLAZA,10006,-74.010843,40.709754,Manhattan,1,Open Area; Plaza,"Full block bounded by Broadway, Church Street, Liberty Street, and Cortlandt Street. Original BBL: 62/1001-1017.",24 Hours,Yes,Yes,NULL,Yes,NULL,NULL,Lighting; Subway,Yes,Planting; Trees within Space,Yes,Full/Partial,1972,Completed,Open Area 0.00 sf; Plaza 30361.50 sf,1,NULL,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill; Cooper, Robertson and Partners Architects (for alteration in 2005)",981244,197859,1,13,1001068,1000627501,Battery Park City-Lower Manhattan,62,7501
M070009,NULL,CENTRAL PARK WEST,10023,-73.978139,40.774012,Manhattan,1,Arcade; Plaza,Northwest corner of Central Park West and West 68th Street,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1967,Completed,Arcade 2264.00 sf; Plaza 3980.00 sf,7,"Julius Hoffman, Irving Klein, Michael Hoffman, Pasquale Dario","Paul Resnick, Harry F. Green Architects","Paul Resnick, Harry F. Green Architects",990305,221271,6,153,1028458,1011210029,Lincoln Square,1121,29
M050059,Philip Morris,PARK AVENUE,10017,-73.978305,40.751928,Manhattan,1,Arcade; Covered Pedestrian Space,Southwest corner of East 42nd Street and Park Avenue,24 Hours; Restricted Hours,Yes,Yes,Yes,Yes,Yes,NULL,Climate Control; Escalator; Food Service; Lighting; Programs; Restrooms; Retail Frontage; Subway,Yes,Planting; Trees within Space,Yes,Full/Partial,1982,Completed,Arcade 4081.00 sf; Covered Pedestrian Space 5102.50 sf,5,"Philip Morris Company, Inc.",Ulrich Franzen,Ulrich Franzen,990261,213225,4,82,1035334,1012760033,Murray Hill-Kips Bay,1276,33
M040016,Hudson Yards / Manhattan West (Subarea B2),WEST 31 STREET,10001,-73.997957,40.752087,Manhattan,1,Art Plaza; Central Plaza; Entry Plaza,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,4,NULL,NULL,NULL,984816,213282,3,103,1000000,1007290051,Hudson Yards-Chelsea-Flatiron-Union Square,729,51
M080036,Carnegie Hill Tower,EAST 94 STREET,10128,-73.954963,40.785523,Manhattan,1,Access to Public Open Area; Public Open Area,Southeast corner of Madison Avenue and East 94th Street,Restricted Hours,Yes,No,NULL,No,NULL,NULL,Lighting,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1983,Completed,Access to Public Open Area 3083.00 sf; Public Open Area 11040.21 sf,8,East 93rd Street Equities Corp./Lifford Properties,Edward V. Giannasca,Edward V. Giannasca,996722,225467,4,160.01,1047171,1015057502,Upper East Side-Carnegie Hill,1505,7502
M060075,Revere,EAST 54 STREET,10022,-73.964003,40.756003,Manhattan,1,Plaza,Southeast corner of First Avenue and East 54th Street,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,None,1972,Completed,Plaza 10228.11 sf,6,NULL,"H.I. Feldman/Schuman, Lichtenstein & Claman","H.I. Feldman/Schuman, Lichtenstein & Claman",994223,214711,4,86.03,1076281,1013657502,Turtle Bay-East Midtown,1365,7502
M080013,NULL,EAST 66 STREET,10065,-73.96142,40.765598,Manhattan,1,Plaza,Full blockfront on west side of Second Avenue between East 66th and 67th Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,None,1975,Completed,Plaza 7531.17 sf,8,Second Avenue Solow Development Corp.,Gruzen & Partners,Gruzen & Partners,994937,218207,4,118,1043873,1014210021,Lenox Hill-Roosevelt Island,1421,21
M010038,Liberty Tower,LIBERTY STREET,10005,-74.008195,40.707363,Manhattan,1,Pedestrian Circulation Space; Urban Plaza,Southeast corner of Liberty Street and William Street,24 Hours,Yes,Yes,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees on Street; Trees within Space; Water Feature,Yes,Full/Partial,2002,Completed,Pedestrian Circulation Space 0.00 sf; Urban Plaza 4856.00 sf,1,NULL,The Stephen B. Jacobs Group P.C.,Abel Bainsnson Butz,981978,196988,1,7,1086256,1000420022,Battery Park City-Lower Manhattan,42,22
M010056,NULL,PARK PLACE,10007,-74.009794,40.713726,Manhattan,1,Public Access Area; Public Plaza,North side of Park Place midblock between Church Street and West Broadway,24 Hours,Yes,Yes,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees on Street; Trees within Space; Water Feature,Yes,Full/Partial,0,Under Construction,Public Access Area 0.00 sf; Public Plaza 2866.92 sf,1,Soho Properties,SOMA,Thomas Balsley Associates,981535,199306,1,21,1090860,1001260008,SoHo-TriBeCa-Civic Center-Little Italy,126,8
M060002,Biltmore Plaza,EAST 29 STREET,10016,-73.98057,40.742964,Manhattan,1,Plaza,Northwest corner of East 29th Street and Third Avenue,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1981,Completed,Plaza 6121.00 sf,6,NULL,Brizee Levitt Associates,Brizee Levitt Associates,989634,209959,2,72,1018263,1008850042,Murray Hill-Kips Bay,885,42
M050088,Deutsche Bank,WEST 52 STREET,10019,-73.978013,40.760925,Manhattan,1,Urban Plaza,North side of West 52nd Street between Fifth and Sixth Avenues,24 Hours,Yes,No,NULL,Yes,NULL,NULL,Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1985,Completed,Urban Plaza 7654.00 sf,5,Gerald D. Hines,Kevin Roche John Dinkeloo and Associates,Kevin Roche John Dinkeloo and Associates,990341,216503,4,104,1071418,1012687501,Midtown-Midtown South,1268,7501
M050093,Ascot,PARK AVENUE SOUTH,10016,-73.983627,40.743374,Manhattan,1,Residential Plaza,Northeast corner of East 28th Street and Park Avenue South,Restricted Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1984,Completed,Residential Plaza 3686.07 sf,5,NULL,Philip Birnbaum & Associates,Thomas Balsley Associates,988787,210108,2,72,1018204,1008840001,Murray Hill-Kips Bay,884,1
M080041,NULL,EAST 85 STREET,10028,-73.956624,40.779485,Manhattan,1,Arcade; Plaza,North side of East 85th Street between Lexington and Park Avenues,24 Hours,Yes,No,NULL,No,NULL,NULL,Lighting,No,Planting; Trees on Street; Trees within Space,Yes,None,1971,Completed,Arcade 566.70 sf; Plaza 5581.19 sf,8,NULL,Philip Birnbaum,Philip Birnbaum,996263,223267,4,148.01,1047928,1015140008,Upper East Side-Carnegie Hill,1514,8
M010002,NULL,BARCLAY STREET,10007,-74.012236,40.71451,Manhattan,1,Pedestrian Easement; Public Lobby,"Full block bounded by Barclay, Greenwich, Murray, and West Streets",24 Hours,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Full/Partial,1983,Completed,Pedestrian Easement 0.00 sf; Public Lobby 0.00 sf,1,NULL,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill",980858,199592,1,21,1001416,1001280002,SoHo-TriBeCa-Civic Center-Little Italy,128,2
M080099,International Plaza,LEXINGTON AVENUE,10022,-73.968262,40.762669,Manhattan,1,Plaza,Full blockfront on west side of Lexington Avenue between East 59th and 60th Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1986,Completed,Plaza 7597.99 sf,8,750 Lexington Avenue Associates,Murphy/Jahn,Murphy/Jahn,993042,217139,4,114.02,1075639,1013940013,Upper East Side-Carnegie Hill,1394,13
M050034,NULL,PARK AVENUE,10154,-73.972426,40.757754,Manhattan,1,Plaza,East side of Park Avenue between East 51st and 52nd Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,None,1968,Completed,Plaza 24928.00 sf,5,Samuel Rudin,Emery Roth & Sons,Emery Roth & Sons,991889,215348,4,100,1036460,1013060001,Turtle Bay-East Midtown,1306,1
M080050,Monarch,EAST 89 STREET,10128,-73.952402,40.78051,Manhattan,1,Residential Plaza,Southeast corner of Thrid Avenue and East 89th Street. Original BBL: 1534/1001-1262.,Restricted Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1988,Completed,Residential Plaza 4868.40 sf,8,Third Eighty-Ninth Associates,Schuman Lichtenstein Claman Efron,Schuman Lichtenstein Claman Efron,997432,223641,5,146.02,1073221,1015347501,Yorkville,1534,7501
M080076,Belaire,EAST 72 STREET,10021,-73.952478,40.765855,Manhattan,1,Residential Plaza,South side of East 72nd Street between FDR Drive and York Avenue. Original BBL: 1483/1001-1147.,Restricted Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Trees on Street; Trees within Space,Yes,Full/Partial,1988,Completed,Residential Plaza 8412.66 sf,8,NULL,Frank Williams & Associates,Frank Williams & Associates,997414,218302,5,124,1072695,1014837501,Lenox Hill-Roosevelt Island,1483,7501
M010017,10 Hanover Square,WATER STREET,10005,-74.008858,40.704569,Manhattan,1,Plaza,East side of Hanover Square between Water and Pearl Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1971,Completed,Plaza 3416.00 sf,1,Harry B. Helmsley,Emery Roth & Sons,"Emery Roth & Sons; Skidmore, Owings & Merrill (for alteration in 1997)",981794,195970,1,7,1000859,1000310001,Battery Park City-Lower Manhattan,31,1
M080048,Newbury,EAST 87 STREET,10128,-73.951833,40.778385,Manhattan,1,Plaza,Full blockfront on west side of Second Avenue between East 86th and 87th Streets. Original BBL: 1532/30.,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1970,Completed,Plaza 6667.67 sf,8,NULL,Philip Birnbaum,Philip Birnbaum,997590,222867,5,146.02,1048799,1015320022,Yorkville,1532,22
M050063,World Apparel Center,BROADWAY,10018,-73.987566,40.754194,Manhattan,1,Arcade; Plaza,Full block bounded by Broadway and Seventh Avenue and West 39th and 40th Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Full/Partial,1968,Completed,Arcade 1119.00 sf; Plaza 14851.00 sf,5,Keystone Associates,Irwin Chanin,Irwin Chanin; Moed de Armas & Shannon Architects (for alteration in 2014),987695,214050,3,113,1015275,1008150001,Midtown-Midtown South,815,1
K020011,NULL,SANDS STREET,11201,-73.987158,40.699584,Brooklyn,3,Plaza,"Full block bound by Sands Street, Jay Street, High Street, and Pearl Street.",24 Hours,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,1996,Completed,Plaza 7672.25 sf,2,NULL,NULL,NULL,987811,194154,33,13,3000179,3000870009,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,87,9
M010061,Pier 17,SOUTH STREET,10038,-74.001482,40.705442,Manhattan,1,Public Access Area,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,NULL,"SHoP Architects, P.C.",James Corner Field Operations,983839,196288,1,15.01,1090548,1000730010,Battery Park City-Lower Manhattan,73,10
M050086,Park Avenue Tower,EAST 55 STREET,10022,-73.972133,40.760886,Manhattan,1,Urban Plaza,North side of East 55th Street between Park and Madison Avenues,24 Hours,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Full/Partial,1985,Completed,Urban Plaza 6437.17 sf,5,Park Tower Realty,Murphy/Jahn,"Murphy/Jahn, MdeAs (2016 redesign)",991970,216489,4,102,1035771,1012910028,Midtown-Midtown South,1291,28
